job_id,skill,extracted_at
sample-00275,Python,2026-05-12 15:00:00
sample-00275,SQL,2026-05-13 04:00:00
sample-00275,Kubernetes,2026-05-13 03:00:00
sample-00276,Docker,2026-05-11 03:00:00
sample-00276,PyTorch,2026-05-11 23:00:00
sample-00276,Python,2026-05-10 08:00:00
sample-00276,SQL,2026-05-10 04:00:00
sample-00277,Python,2026-06-18 14:00:00
sample-00277,PyTorch,2026-06-18 22:00:00
sample-00277,LangChain,2026-06-17 12:00:00
sample-00277,Airflow,2026-06-17 07:00:00
sample-00277,SQL,2026-06-18 04:00:00
sample-00278,Python,2026-03-23 06:00:00
sample-00280,SQL,2026-04-18 14:00:00
sample-00280,Docker,2026-04-17 19:00:00
sample-00280,TensorFlow,2026-04-18 17:00:00
sample-00280,Machine Learning,2026-04-18 02:00:00
sample-00280,Python,2026-04-18 11:00:00
sample-00281,LangChain,2026-05-13 04:00:00
sample-00281,PyTorch,2026-05-12 03:00:00
sample-00283,AWS,2026-05-14 13:00:00
sample-00283,SQL,2026-05-14 09:00:00
sample-00284,NLP,2026-05-07 01:00:00
sample-00284,Docker,2026-05-08 02:00:00
sample-00284,Machine Learning,2026-05-07 02:00:00
sample-00284,AWS,2026-05-07 10:00:00
sample-00284,TensorFlow,2026-05-08 07:00:00
sample-00286,Kubernetes,2026-04-05 17:00:00
sample-00286,Python,2026-04-05 09:00:00
sample-00286,AWS,2026-04-05 06:00:00
sample-00286,PyTorch,2026-04-05 00:00:00
sample-00286,Airflow,2026-04-04 01:00:00
sample-00287,TensorFlow,2026-05-23 17:00:00
sample-00287,REST API,2026-05-24 02:00:00
sample-00287,dbt,2026-05-24 02:00:00
sample-00287,Airflow,2026-05-24 10:00:00
sample-00289,Python,2026-05-12 04:00:00
sample-00292,LangChain,2026-07-07 06:00:00
sample-00292,Airflow,2026-07-08 05:00:00
sample-00293,Machine Learning,2026-04-24 16:00:00
sample-00293,Kubernetes,2026-04-24 22:00:00
sample-00294,Machine Learning,2026-05-19 14:00:00
sample-00294,TensorFlow,2026-05-19 06:00:00
sample-00294,NLP,2026-05-20 15:00:00
sample-00297,Spark,2026-05-07 07:00:00
sample-00297,NLP,2026-05-07 06:00:00
sample-00297,Python,2026-05-08 02:00:00
sample-00297,SQL,2026-05-07 02:00:00
sample-00298,AWS,2026-04-18 13:00:00
sample-00298,TensorFlow,2026-04-19 11:00:00
sample-00298,Python,2026-04-18 15:00:00
sample-00299,Machine Learning,2026-03-19 19:00:00
sample-00299,Python,2026-03-19 17:00:00
sample-00299,Kubernetes,2026-03-19 23:00:00
sample-00299,Spark,2026-03-19 22:00:00
sample-00300,Airflow,2026-04-28 20:00:00
sample-00300,Machine Learning,2026-04-28 16:00:00
sample-00302,REST API,2026-03-17 19:00:00
sample-00302,SQL,2026-03-18 14:00:00
sample-00302,Python,2026-03-17 20:00:00
sample-00302,Machine Learning,2026-03-18 15:00:00
sample-00304,LangChain,2026-05-20 21:00:00
sample-00304,PyTorch,2026-05-19 16:00:00
sample-00304,Machine Learning,2026-05-20 00:00:00
sample-00304,Python,2026-05-19 06:00:00
sample-00304,TensorFlow,2026-05-20 15:00:00
sample-00305,Spark,2026-04-02 01:00:00
sample-00305,Python,2026-04-01 04:00:00
sample-00305,TensorFlow,2026-04-01 14:00:00
sample-00305,AWS,2026-04-02 04:00:00
sample-00305,SQL,2026-04-02 21:00:00
sample-00306,Machine Learning,2026-04-21 05:00:00
sample-00306,Python,2026-04-20 09:00:00
sample-00306,SQL,2026-04-20 13:00:00
sample-00306,NLP,2026-04-20 22:00:00
sample-00307,Python,2026-05-21 14:00:00
sample-00307,Docker,2026-05-21 19:00:00
sample-00307,Kubernetes,2026-05-20 02:00:00
sample-00307,SQL,2026-05-21 03:00:00
sample-00308,Python,2026-04-22 06:00:00
sample-00308,Docker,2026-04-23 04:00:00
sample-00308,Machine Learning,2026-04-22 06:00:00
sample-00308,SQL,2026-04-22 19:00:00
sample-00308,Kubernetes,2026-04-23 11:00:00
sample-00309,AWS,2026-03-29 22:00:00
sample-00310,Python,2026-06-04 23:00:00
sample-00310,REST API,2026-06-03 15:00:00
sample-00310,SQL,2026-06-04 18:00:00
sample-00313,MLOps,2026-04-18 07:00:00
sample-00313,Python,2026-04-19 21:00:00
sample-00313,dbt,2026-04-18 18:00:00
sample-00313,SQL,2026-04-19 17:00:00
sample-00315,PyTorch,2026-06-02 11:00:00
sample-00315,Python,2026-06-03 23:00:00
sample-00315,AWS,2026-06-02 06:00:00
sample-00316,Airflow,2026-06-10 12:00:00
sample-00317,SQL,2026-06-11 02:00:00
sample-00318,SQL,2026-07-06 01:00:00
sample-00318,AWS,2026-07-06 19:00:00
sample-00320,Machine Learning,2026-04-23 12:00:00
sample-00320,LangChain,2026-04-23 23:00:00
sample-00320,NLP,2026-04-24 12:00:00
sample-00321,Docker,2026-03-29 21:00:00
sample-00322,TensorFlow,2026-05-28 09:00:00
sample-00322,SQL,2026-05-29 18:00:00
sample-00323,TensorFlow,2026-07-04 23:00:00
sample-00323,MLOps,2026-07-04 12:00:00
sample-00324,SQL,2026-07-10 11:00:00
sample-00324,Python,2026-07-11 17:00:00
sample-00324,AWS,2026-07-11 22:00:00
sample-00324,dbt,2026-07-10 20:00:00
sample-00325,Spark,2026-04-13 19:00:00
sample-00326,TensorFlow,2026-04-13 14:00:00
sample-00326,SQL,2026-04-14 07:00:00
sample-00326,Git,2026-04-13 22:00:00
sample-00327,LangChain,2026-03-20 07:00:00
sample-00327,SQL,2026-03-21 16:00:00
sample-00327,Docker,2026-03-20 19:00:00
sample-00327,TensorFlow,2026-03-21 08:00:00
sample-00328,Python,2026-04-02 03:00:00
sample-00328,PyTorch,2026-04-01 18:00:00
sample-00328,AWS,2026-04-02 06:00:00
sample-00329,TensorFlow,2026-05-22 07:00:00
sample-00329,AWS,2026-05-21 20:00:00
sample-00329,Docker,2026-05-22 04:00:00
sample-00329,Python,2026-05-21 06:00:00
sample-00329,Git,2026-05-21 19:00:00
sample-00330,SQL,2026-05-21 19:00:00
sample-00333,PyTorch,2026-06-23 04:00:00
sample-00333,Machine Learning,2026-06-22 03:00:00
sample-00333,Python,2026-06-23 00:00:00
sample-00333,Docker,2026-06-23 16:00:00
sample-00333,SQL,2026-06-22 16:00:00
sample-00335,NLP,2026-06-20 14:00:00
sample-00335,Machine Learning,2026-06-21 03:00:00
sample-00335,Python,2026-06-20 17:00:00
sample-00335,PyTorch,2026-06-20 21:00:00
sample-00337,Python,2026-04-23 20:00:00
sample-00337,AWS,2026-04-22 08:00:00
sample-00337,LangChain,2026-04-23 18:00:00
sample-00337,Docker,2026-04-22 23:00:00
sample-00338,AWS,2026-04-09 19:00:00
sample-00338,Kubernetes,2026-04-09 02:00:00
sample-00338,Python,2026-04-09 01:00:00
sample-00338,PyTorch,2026-04-09 14:00:00
sample-00341,Machine Learning,2026-04-19 18:00:00
sample-00342,Airflow,2026-05-29 16:00:00
sample-00342,TensorFlow,2026-05-30 19:00:00
sample-00343,LangChain,2026-05-17 14:00:00
sample-00343,SQL,2026-05-16 16:00:00
sample-00343,Machine Learning,2026-05-16 16:00:00
sample-00344,Kubernetes,2026-07-01 21:00:00
sample-00344,Docker,2026-07-01 04:00:00
sample-00346,Python,2026-07-12 18:00:00
sample-00349,SQL,2026-04-04 02:00:00
sample-00351,Spark,2026-03-22 08:00:00
sample-00351,Airflow,2026-03-21 08:00:00
sample-00351,Machine Learning,2026-03-21 14:00:00
sample-00351,LangChain,2026-03-21 07:00:00
sample-00352,SQL,2026-04-20 16:00:00
sample-00352,Machine Learning,2026-04-20 06:00:00
sample-00352,Airflow,2026-04-20 01:00:00
sample-00352,Kubernetes,2026-04-21 09:00:00
sample-00352,Python,2026-04-20 02:00:00
sample-00353,Spark,2026-05-07 02:00:00
sample-00353,Machine Learning,2026-05-06 04:00:00
sample-00354,Docker,2026-07-10 03:00:00
sample-00354,Python,2026-07-10 13:00:00
sample-00355,PyTorch,2026-07-12 13:00:00
sample-00355,Python,2026-07-13 07:00:00
sample-00355,SQL,2026-07-12 23:00:00
sample-00358,AWS,2026-03-26 21:00:00
sample-00359,Machine Learning,2026-06-13 19:00:00
sample-00359,MLOps,2026-06-14 05:00:00
sample-00359,Python,2026-06-14 20:00:00
sample-00359,Docker,2026-06-13 08:00:00
sample-00360,Python,2026-06-25 20:00:00
sample-00360,SQL,2026-06-24 14:00:00
sample-00360,Spark,2026-06-25 14:00:00
sample-00360,Docker,2026-06-24 11:00:00
sample-00360,AWS,2026-06-25 22:00:00
sample-00361,Machine Learning,2026-07-01 15:00:00
sample-00361,Python,2026-06-30 14:00:00
sample-00361,SQL,2026-06-30 19:00:00
sample-00363,Python,2026-07-01 05:00:00
sample-00363,REST API,2026-07-01 01:00:00
sample-00363,dbt,2026-06-30 10:00:00
sample-00363,Docker,2026-07-01 23:00:00
sample-00365,SQL,2026-05-16 13:00:00
sample-00367,Airflow,2026-04-23 03:00:00
sample-00367,Machine Learning,2026-04-23 17:00:00
sample-00367,AWS,2026-04-22 15:00:00
sample-00367,Python,2026-04-23 10:00:00
sample-00369,Docker,2026-06-16 18:00:00
sample-00369,TensorFlow,2026-06-16 23:00:00
sample-00371,Docker,2026-06-02 13:00:00
sample-00373,Kubernetes,2026-04-29 07:00:00
sample-00373,TensorFlow,2026-04-30 15:00:00
sample-00373,PyTorch,2026-04-30 06:00:00
sample-00373,dbt,2026-04-30 01:00:00
sample-00374,dbt,2026-06-29 18:00:00
sample-00374,LangChain,2026-06-30 22:00:00
sample-00374,SQL,2026-06-29 14:00:00
sample-00374,REST API,2026-06-30 07:00:00
sample-00376,REST API,2026-06-11 04:00:00
sample-00376,Docker,2026-06-11 11:00:00
sample-00376,Machine Learning,2026-06-11 05:00:00
sample-00376,dbt,2026-06-11 11:00:00
sample-00376,Python,2026-06-12 21:00:00
sample-00377,dbt,2026-06-12 10:00:00
sample-00377,LangChain,2026-06-13 19:00:00
sample-00377,NLP,2026-06-12 05:00:00
sample-00377,AWS,2026-06-12 13:00:00
sample-00379,SQL,2026-04-16 06:00:00
sample-00379,Python,2026-04-16 19:00:00
sample-00379,Git,2026-04-17 19:00:00
sample-00379,PyTorch,2026-04-17 13:00:00
sample-00380,Machine Learning,2026-03-16 20:00:00
sample-00380,REST API,2026-03-17 09:00:00
sample-00380,Python,2026-03-17 07:00:00
sample-00383,PyTorch,2026-04-14 11:00:00
sample-00383,Python,2026-04-14 09:00:00
sample-00383,Machine Learning,2026-04-14 13:00:00
sample-00383,Airflow,2026-04-14 15:00:00
sample-00383,Git,2026-04-13 19:00:00
sample-00384,AWS,2026-03-20 03:00:00
sample-00384,SQL,2026-03-20 19:00:00
sample-00384,PyTorch,2026-03-20 00:00:00
sample-00385,Python,2026-03-30 09:00:00
sample-00385,AWS,2026-03-30 11:00:00
sample-00386,Airflow,2026-03-24 18:00:00
sample-00386,NLP,2026-03-24 18:00:00
sample-00386,SQL,2026-03-25 14:00:00
sample-00387,PyTorch,2026-06-22 07:00:00
sample-00387,Machine Learning,2026-06-23 02:00:00
sample-00390,AWS,2026-06-13 13:00:00
sample-00390,Docker,2026-06-13 19:00:00
sample-00390,Python,2026-06-13 12:00:00
sample-00390,Airflow,2026-06-13 21:00:00
sample-00390,NLP,2026-06-13 06:00:00
sample-00393,SQL,2026-05-27 11:00:00
sample-00394,Python,2026-06-10 19:00:00
sample-00394,LangChain,2026-06-10 20:00:00
sample-00394,Git,2026-06-09 20:00:00
sample-00395,TensorFlow,2026-06-29 01:00:00
sample-00395,PyTorch,2026-06-29 21:00:00
sample-00398,Docker,2026-04-18 20:00:00
sample-00398,Kubernetes,2026-04-19 22:00:00
sample-00399,Python,2026-04-22 22:00:00
sample-00399,LangChain,2026-04-21 09:00:00
sample-00399,TensorFlow,2026-04-21 01:00:00
sample-00399,Airflow,2026-04-22 06:00:00
sample-00399,Spark,2026-04-21 06:00:00
sample-00400,Docker,2026-07-12 17:00:00
sample-00400,Python,2026-07-12 22:00:00
sample-00400,Machine Learning,2026-07-12 07:00:00
sample-00401,LangChain,2026-06-16 02:00:00
sample-00401,Machine Learning,2026-06-17 08:00:00
sample-00401,TensorFlow,2026-06-16 07:00:00
sample-00402,Python,2026-04-23 01:00:00
sample-00402,SQL,2026-04-24 09:00:00
sample-00402,AWS,2026-04-24 21:00:00
sample-00402,PyTorch,2026-04-23 03:00:00
sample-00404,SQL,2026-05-15 04:00:00
sample-00404,TensorFlow,2026-05-14 13:00:00
sample-00406,PyTorch,2026-05-07 18:00:00
sample-00406,Airflow,2026-05-07 03:00:00
sample-00406,Docker,2026-05-07 03:00:00
sample-00407,Python,2026-04-03 15:00:00
sample-00407,LangChain,2026-04-03 17:00:00
sample-00407,Airflow,2026-04-03 06:00:00
sample-00407,SQL,2026-04-02 02:00:00
sample-00407,PyTorch,2026-04-03 18:00:00
sample-00408,Python,2026-07-05 08:00:00
sample-00408,LangChain,2026-07-06 09:00:00
sample-00409,Python,2026-03-17 12:00:00
sample-00409,Machine Learning,2026-03-17 20:00:00
sample-00411,PyTorch,2026-04-13 22:00:00
sample-00411,AWS,2026-04-12 16:00:00
sample-00414,Machine Learning,2026-03-19 17:00:00
sample-00414,Python,2026-03-18 11:00:00
sample-00416,Machine Learning,2026-07-09 21:00:00
sample-00416,LangChain,2026-07-10 00:00:00
sample-00416,AWS,2026-07-10 12:00:00
sample-00416,TensorFlow,2026-07-10 05:00:00
sample-00417,Machine Learning,2026-03-30 04:00:00
sample-00417,TensorFlow,2026-03-30 21:00:00
sample-00417,Spark,2026-03-31 11:00:00
sample-00418,Machine Learning,2026-04-21 04:00:00
sample-00418,dbt,2026-04-20 11:00:00
sample-00418,LangChain,2026-04-20 10:00:00
sample-00418,NLP,2026-04-21 03:00:00
sample-00418,Airflow,2026-04-21 01:00:00
sample-00419,NLP,2026-05-15 23:00:00
sample-00419,Machine Learning,2026-05-15 04:00:00
sample-00419,SQL,2026-05-15 06:00:00
sample-00419,Python,2026-05-15 18:00:00
sample-00419,Kubernetes,2026-05-15 05:00:00
sample-00420,Docker,2026-07-05 05:00:00
sample-00421,Python,2026-06-07 22:00:00
sample-00421,AWS,2026-06-07 07:00:00
sample-00421,NLP,2026-06-06 14:00:00
sample-00421,TensorFlow,2026-06-06 18:00:00
sample-00422,Airflow,2026-06-15 13:00:00
sample-00422,Machine Learning,2026-06-15 22:00:00
sample-00422,LangChain,2026-06-16 02:00:00
sample-00422,Spark,2026-06-15 10:00:00
sample-00422,REST API,2026-06-16 01:00:00
sample-00423,TensorFlow,2026-05-25 02:00:00
sample-00423,SQL,2026-05-25 19:00:00
sample-00423,Kubernetes,2026-05-25 23:00:00
sample-00423,dbt,2026-05-24 08:00:00
sample-00425,LangChain,2026-04-09 00:00:00
sample-00426,REST API,2026-06-26 05:00:00
sample-00426,Python,2026-06-27 09:00:00
sample-00426,Machine Learning,2026-06-27 15:00:00
sample-00426,PyTorch,2026-06-27 13:00:00
sample-00426,SQL,2026-06-27 01:00:00
sample-00427,Machine Learning,2026-06-20 09:00:00
sample-00427,PyTorch,2026-06-19 20:00:00
sample-00427,MLOps,2026-06-20 03:00:00
sample-00427,Airflow,2026-06-20 21:00:00
sample-00429,Machine Learning,2026-06-10 05:00:00
sample-00429,PyTorch,2026-06-10 22:00:00
sample-00429,SQL,2026-06-09 18:00:00
sample-00430,Machine Learning,2026-03-27 03:00:00
sample-00430,LangChain,2026-03-27 19:00:00
sample-00430,Spark,2026-03-26 07:00:00
sample-00430,dbt,2026-03-26 18:00:00
sample-00432,Python,2026-06-23 21:00:00
sample-00433,NLP,2026-04-01 00:00:00
sample-00433,SQL,2026-03-31 07:00:00
sample-00433,Python,2026-04-01 16:00:00
sample-00434,Python,2026-05-06 16:00:00
sample-00434,LangChain,2026-05-07 20:00:00
sample-00434,Kubernetes,2026-05-06 22:00:00
sample-00434,AWS,2026-05-06 11:00:00
sample-00434,NLP,2026-05-06 08:00:00
sample-00435,Python,2026-03-31 07:00:00
sample-00435,LangChain,2026-03-31 08:00:00
sample-00435,Machine Learning,2026-03-30 21:00:00
sample-00436,SQL,2026-05-23 19:00:00
sample-00436,Machine Learning,2026-05-23 13:00:00
sample-00436,TensorFlow,2026-05-22 21:00:00
sample-00436,MLOps,2026-05-23 02:00:00
sample-00438,SQL,2026-03-25 07:00:00
sample-00438,AWS,2026-03-25 22:00:00
sample-00439,REST API,2026-05-02 22:00:00
sample-00441,Machine Learning,2026-04-20 10:00:00
sample-00443,Spark,2026-05-13 13:00:00
sample-00443,Python,2026-05-13 15:00:00
sample-00443,Machine Learning,2026-05-14 19:00:00
sample-00443,SQL,2026-05-14 16:00:00
sample-00444,PyTorch,2026-05-15 03:00:00
sample-00444,NLP,2026-05-16 17:00:00
sample-00444,SQL,2026-05-15 14:00:00
sample-00444,Python,2026-05-16 17:00:00
sample-00445,AWS,2026-06-02 10:00:00
sample-00445,Python,2026-06-02 12:00:00
sample-00445,Kubernetes,2026-06-03 20:00:00
sample-00445,PyTorch,2026-06-02 11:00:00
sample-00445,NLP,2026-06-03 10:00:00
sample-00446,PyTorch,2026-04-23 23:00:00
sample-00447,Machine Learning,2026-07-07 09:00:00
sample-00447,SQL,2026-07-07 07:00:00
sample-00447,Airflow,2026-07-07 01:00:00
sample-00448,Python,2026-05-18 18:00:00
sample-00449,Python,2026-04-20 20:00:00
sample-00449,Machine Learning,2026-04-19 07:00:00
sample-00450,PyTorch,2026-07-08 07:00:00
sample-00451,Docker,2026-07-04 16:00:00
sample-00451,LangChain,2026-07-05 08:00:00
sample-00451,Python,2026-07-04 13:00:00
sample-00451,Airflow,2026-07-05 06:00:00
sample-00451,AWS,2026-07-04 16:00:00
sample-00453,Airflow,2026-03-19 03:00:00
sample-00454,REST API,2026-05-27 18:00:00
sample-00454,Python,2026-05-26 14:00:00
sample-00454,Machine Learning,2026-05-26 19:00:00
sample-00454,SQL,2026-05-27 09:00:00
sample-00454,AWS,2026-05-27 08:00:00
sample-00456,MLOps,2026-04-03 19:00:00
sample-00456,Airflow,2026-04-02 04:00:00
sample-00456,dbt,2026-04-02 09:00:00
sample-00456,SQL,2026-04-02 12:00:00
sample-00456,AWS,2026-04-03 04:00:00
sample-00457,Python,2026-05-30 13:00:00
sample-00458,Machine Learning,2026-06-24 15:00:00
sample-00458,NLP,2026-06-25 17:00:00
sample-00458,LangChain,2026-06-24 01:00:00
sample-00459,Python,2026-03-29 22:00:00
sample-00459,TensorFlow,2026-03-28 10:00:00
sample-00459,LangChain,2026-03-29 15:00:00
sample-00459,SQL,2026-03-29 13:00:00
sample-00460,NLP,2026-06-10 20:00:00
sample-00460,Docker,2026-06-11 10:00:00
sample-00461,PyTorch,2026-04-02 07:00:00
sample-00461,Python,2026-04-02 00:00:00
sample-00461,Machine Learning,2026-04-01 17:00:00
sample-00461,SQL,2026-04-01 12:00:00
sample-00461,Kubernetes,2026-04-01 04:00:00
sample-00462,Python,2026-06-14 20:00:00
sample-00464,Airflow,2026-03-16 11:00:00
sample-00465,Python,2026-07-09 00:00:00
sample-00468,SQL,2026-04-07 07:00:00
sample-00468,Spark,2026-04-06 23:00:00
sample-00468,Kubernetes,2026-04-06 18:00:00
sample-00469,Machine Learning,2026-07-05 10:00:00
sample-00469,TensorFlow,2026-07-06 03:00:00
sample-00469,Python,2026-07-05 13:00:00
sample-00470,Machine Learning,2026-06-12 10:00:00
sample-00470,Kubernetes,2026-06-11 05:00:00
sample-00470,TensorFlow,2026-06-12 08:00:00
sample-00471,Machine Learning,2026-06-20 07:00:00
sample-00471,TensorFlow,2026-06-19 19:00:00
sample-00472,Machine Learning,2026-05-06 14:00:00
sample-00472,Python,2026-05-06 01:00:00
sample-00472,MLOps,2026-05-06 09:00:00
sample-00472,Docker,2026-05-06 16:00:00
sample-00472,Kubernetes,2026-05-07 20:00:00
sample-00473,AWS,2026-05-10 20:00:00
sample-00473,Machine Learning,2026-05-10 06:00:00
sample-00473,REST API,2026-05-10 08:00:00
sample-00476,Python,2026-06-25 18:00:00
sample-00477,Machine Learning,2026-03-18 17:00:00
sample-00477,PyTorch,2026-03-18 18:00:00
sample-00477,Docker,2026-03-18 14:00:00
sample-00477,Kubernetes,2026-03-18 07:00:00
sample-00478,Kubernetes,2026-06-03 10:00:00
sample-00478,Python,2026-06-02 20:00:00
sample-00481,Docker,2026-06-22 12:00:00
sample-00482,MLOps,2026-04-14 02:00:00
sample-00482,Machine Learning,2026-04-15 23:00:00
sample-00483,NLP,2026-06-18 22:00:00
sample-00483,Airflow,2026-06-18 10:00:00
sample-00484,AWS,2026-05-11 18:00:00
sample-00484,Python,2026-05-11 16:00:00
sample-00484,TensorFlow,2026-05-10 10:00:00
sample-00484,dbt,2026-05-10 10:00:00
sample-00485,Kubernetes,2026-04-13 13:00:00
sample-00485,Python,2026-04-13 02:00:00
sample-00485,SQL,2026-04-12 21:00:00
sample-00486,PyTorch,2026-04-24 13:00:00
sample-00486,Python,2026-04-25 00:00:00
sample-00488,SQL,2026-06-15 13:00:00
sample-00488,TensorFlow,2026-06-16 06:00:00
sample-00490,Machine Learning,2026-07-05 08:00:00
sample-00490,Docker,2026-07-05 20:00:00
sample-00490,SQL,2026-07-06 05:00:00
sample-00491,Docker,2026-06-27 08:00:00
sample-00491,NLP,2026-06-27 12:00:00
sample-00493,Kubernetes,2026-05-27 11:00:00
sample-00493,dbt,2026-05-26 09:00:00
sample-00493,AWS,2026-05-26 01:00:00
sample-00494,PyTorch,2026-04-20 21:00:00
sample-00494,dbt,2026-04-19 14:00:00
sample-00494,NLP,2026-04-20 17:00:00
sample-00494,Machine Learning,2026-04-20 07:00:00
sample-00495,AWS,2026-05-05 16:00:00
sample-00495,dbt,2026-05-04 22:00:00
sample-00496,Spark,2026-03-31 05:00:00
sample-00496,Kubernetes,2026-03-31 00:00:00
sample-00497,Docker,2026-04-29 02:00:00
sample-00497,SQL,2026-04-30 16:00:00
sample-00498,NLP,2026-07-04 23:00:00
sample-00498,TensorFlow,2026-07-05 15:00:00
sample-00499,PyTorch,2026-05-06 13:00:00
sample-00499,AWS,2026-05-05 12:00:00
sample-00499,NLP,2026-05-05 16:00:00
sample-00499,Kubernetes,2026-05-05 07:00:00
sample-00501,TensorFlow,2026-06-01 09:00:00
sample-00502,LangChain,2026-07-08 05:00:00
sample-00502,Docker,2026-07-09 09:00:00
sample-00502,SQL,2026-07-09 23:00:00
sample-00502,NLP,2026-07-08 15:00:00
sample-00505,NLP,2026-05-10 18:00:00
sample-00505,Machine Learning,2026-05-10 19:00:00
sample-00505,Python,2026-05-10 16:00:00
sample-00505,SQL,2026-05-09 07:00:00
sample-00505,dbt,2026-05-09 08:00:00
sample-00507,Spark,2026-04-15 05:00:00
sample-00507,Python,2026-04-14 05:00:00
sample-00507,SQL,2026-04-15 19:00:00
sample-00507,TensorFlow,2026-04-14 17:00:00
sample-00507,LangChain,2026-04-14 12:00:00
sample-00510,NLP,2026-07-12 14:00:00
sample-00510,Kubernetes,2026-07-13 04:00:00
sample-00510,SQL,2026-07-12 15:00:00
sample-00511,SQL,2026-06-12 16:00:00
sample-00511,REST API,2026-06-13 19:00:00
sample-00512,MLOps,2026-06-25 12:00:00
sample-00512,Python,2026-06-25 18:00:00
sample-00513,Airflow,2026-06-22 17:00:00
sample-00513,Python,2026-06-22 15:00:00
sample-00513,SQL,2026-06-21 05:00:00
sample-00513,Docker,2026-06-21 04:00:00
sample-00515,Spark,2026-03-29 00:00:00
sample-00515,Python,2026-03-29 14:00:00
sample-00515,Docker,2026-03-28 20:00:00
sample-00515,TensorFlow,2026-03-29 07:00:00
sample-00515,Airflow,2026-03-28 15:00:00
sample-00516,PyTorch,2026-06-29 21:00:00
sample-00517,Spark,2026-03-23 03:00:00
sample-00517,TensorFlow,2026-03-23 04:00:00
sample-00521,Machine Learning,2026-04-02 15:00:00
sample-00522,Kubernetes,2026-04-07 14:00:00
sample-00523,Docker,2026-06-22 06:00:00
sample-00523,Spark,2026-06-22 05:00:00
sample-00525,REST API,2026-04-22 04:00:00
sample-00525,SQL,2026-04-21 15:00:00
sample-00528,Python,2026-07-03 20:00:00
sample-00528,Airflow,2026-07-02 11:00:00
sample-00528,Machine Learning,2026-07-03 04:00:00
sample-00528,MLOps,2026-07-03 12:00:00
sample-00528,Docker,2026-07-02 01:00:00
sample-00529,Python,2026-07-03 19:00:00
sample-00529,PyTorch,2026-07-03 06:00:00
sample-00531,MLOps,2026-04-04 15:00:00
sample-00533,SQL,2026-04-19 21:00:00
sample-00533,Docker,2026-04-18 20:00:00
sample-00534,Machine Learning,2026-05-23 05:00:00
sample-00534,dbt,2026-05-23 03:00:00
sample-00534,Python,2026-05-23 23:00:00
sample-00534,Spark,2026-05-23 18:00:00
sample-00534,SQL,2026-05-24 13:00:00
sample-00535,Spark,2026-04-03 22:00:00
sample-00535,Docker,2026-04-04 10:00:00
sample-00536,Git,2026-05-09 15:00:00
sample-00536,PyTorch,2026-05-09 01:00:00
sample-00536,SQL,2026-05-10 23:00:00
sample-00537,SQL,2026-03-29 23:00:00
sample-00538,Docker,2026-05-19 10:00:00
sample-00538,Spark,2026-05-19 19:00:00
sample-00539,Python,2026-03-19 14:00:00
sample-00539,NLP,2026-03-19 07:00:00
sample-00539,LangChain,2026-03-18 19:00:00
sample-00539,PyTorch,2026-03-19 16:00:00
sample-00541,Spark,2026-03-22 07:00:00
sample-00543,SQL,2026-04-06 00:00:00
sample-00543,Machine Learning,2026-04-06 22:00:00
sample-00544,Spark,2026-06-22 18:00:00
sample-00544,Python,2026-06-22 15:00:00
sample-00544,SQL,2026-06-22 16:00:00
sample-00544,Docker,2026-06-23 12:00:00
sample-00544,Airflow,2026-06-22 10:00:00
sample-00545,Python,2026-03-22 15:00:00
sample-00545,NLP,2026-03-22 12:00:00
sample-00545,SQL,2026-03-22 11:00:00
sample-00545,PyTorch,2026-03-23 10:00:00
sample-00545,AWS,2026-03-23 10:00:00
sample-00546,Docker,2026-05-07 08:00:00
sample-00546,SQL,2026-05-07 18:00:00
sample-00546,Python,2026-05-06 16:00:00
sample-00546,Airflow,2026-05-07 13:00:00
sample-00547,Docker,2026-05-25 23:00:00
sample-00547,AWS,2026-05-25 05:00:00
sample-00547,Python,2026-05-25 11:00:00
sample-00547,PyTorch,2026-05-26 15:00:00
sample-00549,Spark,2026-06-05 04:00:00
sample-00549,Git,2026-06-06 20:00:00
sample-00552,AWS,2026-06-23 11:00:00
sample-00552,MLOps,2026-06-23 21:00:00
sample-00552,Docker,2026-06-23 12:00:00
sample-00552,PyTorch,2026-06-23 22:00:00
sample-00552,dbt,2026-06-22 06:00:00
sample-00553,Kubernetes,2026-04-23 04:00:00
sample-00555,Machine Learning,2026-05-16 17:00:00
sample-00555,Python,2026-05-15 07:00:00
sample-00555,TensorFlow,2026-05-16 06:00:00
sample-00555,NLP,2026-05-16 08:00:00
sample-00556,MLOps,2026-06-11 09:00:00
sample-00556,Python,2026-06-12 06:00:00
sample-00556,SQL,2026-06-11 06:00:00
sample-00557,Python,2026-06-28 13:00:00
sample-00557,TensorFlow,2026-06-28 21:00:00
sample-00557,PyTorch,2026-06-29 22:00:00
sample-00557,SQL,2026-06-29 12:00:00
sample-00558,TensorFlow,2026-06-19 00:00:00
sample-00558,Python,2026-06-19 20:00:00
sample-00558,Spark,2026-06-18 05:00:00
sample-00560,LangChain,2026-05-18 14:00:00
sample-00560,PyTorch,2026-05-19 15:00:00
sample-00561,Kubernetes,2026-03-21 10:00:00
sample-00561,AWS,2026-03-22 08:00:00
sample-00564,Python,2026-06-30 19:00:00
sample-00566,PyTorch,2026-04-12 13:00:00
sample-00566,SQL,2026-04-12 02:00:00
sample-00567,PyTorch,2026-04-14 22:00:00
